"ident","ins_buzz_max"
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s102_ch0",-1.93
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s103_ch0",-2.46
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s104_ch0",-3.08
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s105_ch0",-0.78
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s106_ch0",-0.57
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s107_ch0",-0.37
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s108_ch0",-0.27
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s109_ch0",-0.14
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s10_ch0",-1.9
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s110_ch0",-1.42
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s111_ch0",-1.83
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s112_ch0",-0.2
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s113_ch0",-0.84
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s114_ch0",-0.88
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s115_ch0",-1.24
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s116_ch0",-0.34
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s117_ch0",-2.26
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s118_ch0",0.55
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s119_ch0",-0.93
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s11_ch0",-1.76
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s120_ch0",-1.02
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s121_ch0",-0.58
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s122_ch0",-0.95
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s123_ch0",-2.39
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s124_ch0",-1.66
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s125_ch0",-1.42
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s126_ch0",0.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s127_ch0",-0.69
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s128_ch0",-0.97
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s129_ch0",-0.98
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s12_ch0",-0.59
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s130_ch0",-0.23
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s131_ch0",0.3
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s132_ch0",-0.7
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s133_ch0",0.28
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s134_ch0",0.24
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s135_ch0",0.76
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s136_ch0",-0.19
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s137_ch0",-1.2
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s138_ch0",-0.76
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s139_ch0",-0.2
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s13_ch0",-0.7
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s140_ch0",-0.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s141_ch0",-0.94
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s142_ch0",-0.76
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s143_ch0",-0.03
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s144_ch0",-0.54
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s145_ch0",0.06
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s146_ch0",0.32
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s147_ch0",-0.08
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s148_ch0",-2.1
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s149_ch0",0.04
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s14_ch0",-0.46
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s150_ch0",-0.03
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s151_ch0",-0.46
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s152_ch0",0.03
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s153_ch0",-0.53
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s154_ch0",-0.7
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s155_ch0",-0.43
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s156_ch0",-0.16
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s157_ch0",-0.2
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s158_ch0",-1.08
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s159_ch0",-0.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s15_ch0",-0.14
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s160_ch0",-0.16
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s161_ch0",-1.26
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s162_ch0",-1.61
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s163_ch0",-0.06
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s164_ch0",-1.46
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s165_ch0",-1.01
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s166_ch0",-1.13
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s167_ch0",-0.69
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s168_ch0",-0.36
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s169_ch0",0.15
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s16_ch0",-1.08
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s170_ch0",-0.91
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s171_ch0",-0.84
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s172_ch0",-1.1
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s173_ch0",-0.92
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s174_ch0",-1.04
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s175_ch0",-1
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s176_ch0",-0.2
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s177_ch0",0.07
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s178_ch0",-0.68
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s179_ch0",-0.15
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s17_ch0",-1.13
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s180_ch0",-0.19
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s181_ch0",-1.08
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s182_ch0",-0.95
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s183_ch0",0.27
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s184_ch0",-1.16
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s185_ch0",0.33
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s18_ch0",-1.04
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s19_ch0",-0.44
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s1_ch0",-0.67
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s20_ch0",-1.16
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s21_ch0",-0.11
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s22_ch0",-0.87
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s23_ch0",-0.49
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s24_ch0",-0.08
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s25_ch0",-0.42
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s26_ch0",-0.45
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s27_ch0",-0.37
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s28_ch0",-0.96
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s29_ch0",-0.84
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s2_ch0",-0.87
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s30_ch0",-0.46
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s31_ch0",-2.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s32_ch0",-0.1
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s33_ch0",-1.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s34_ch0",-1.11
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s35_ch0",-1.36
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s36_ch0",-1.06
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s37_ch0",-0.33
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s38_ch0",-2.31
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s39_ch0",-0.64
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s3_ch0",-0.12
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s40_ch0",-0.78
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s41_ch0",-0.45
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s42_ch0",-0.02
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s43_ch0",-0.22
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s44_ch0",-0.91
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s45_ch0",-0.83
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s46_ch0",-0.52
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s47_ch0",-0.4
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s48_ch0",-0.75
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s49_ch0",-0.43
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s4_ch0",0.77
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s50_ch0",-0.26
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s51_ch0",-0.28
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s52_ch0",-1.95
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s53_ch0",-1.14
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s54_ch0",-0.12
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s55_ch0",-0.91
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023510-16-19/000008/2023510-16-19_Bombus_terrestris_000008_s56_ch0",-1.47
